,0
"malignant lymphoma, non-cleaved cell type",0
"malignant lymphoma, non-cleaved, diffuse",0
malignant major salivary gland neoplasm,0
malignant male reproductive system neoplasm,0
malignant mastocytosis,0
malignant maxillary sinus neoplasm,0
malignant mediastinal germ cell tumor,0
malignant mediastinal germ cell tumor stage grouping of the pediatric study group,0
malignant mediastinal germ cell tumor with associated hematologic malignancy,0
malignant mediastinal hemangiopericytoma,0
malignant mediastinal neoplasm,0
malignant mediastinal nongerminomatous germ cell tumor,0
malignant mediastinal soft tissue neoplasm,0
malignant melanoma in precancerous melanosis,0
malignant melanotic peripheral nerve sheath tumor,0
malignant melanotic peripheral nerve sheath tumor of the mediastinum,0
malignant melanotic psammomatous peripheral nerve sheath tumor,0
malignant meningeal neoplasm,0
malignant mesenchymoma,0
malignant mesothelioma,0
malignant middle ear neoplasm,0
malignant minor salivary gland neoplasm,0
malignant mixed epithelial and mesenchymal neoplasm of the cervix,0
malignant mixed epithelial and stromal tumor of the kidney,0
malignant mixed mesodermal (mullerian) tumor,0
malignant mixed neoplasm,0
malignant mixed tumor of the major salivary gland,0
malignant mixed tumor of the minor salivary gland,0
malignant mixed tumor of the salivary gland,0
malignant mixed tumor of the skin,0
"malignant mixed tumor, not otherwise specified",0
malignant muscle neoplasm,0
malignant musculoskeletal neoplasm,0
malignant myocardial neoplasm,0
malignant myoepithelioma,0
malignant nasal cavity neoplasm,0
malignant nasolacrimal duct neoplasm,0
malignant nasopharyngeal neoplasm,0
malignant neck neoplasm,0
malignant neoplasm,3
malignant neoplasm by grade,0
malignant neoplasm of lower jaw bone,0
malignant neoplasm of lung - multiple primary sites,0
malignant neoplasm of multiple primary sites,0
malignant neoplasm of the abdominal esophagus,0
malignant neoplasm of the cervical esophagus,0
malignant neoplasm of the lower third of the esophagus,0
malignant neoplasm of the middle third of the esophagus,0
malignant neoplasm of the thoracic esophagus,0
malignant neoplasm of the upper third of the esophagus,0
malignant neoplasm with regional lymph node involvement,0
"malignant neoplasm, uncertain whether primary or metastatic",0
malignant nervous system neoplasm,0
malignant nipple neoplasm,0
"malignant non-hodgkin lymphoma, cleaved cell",0
malignant oculomotor nerve neoplasm,0
malignant odontogenic neoplasm,0
malignant olfactory nerve neoplasm,0
malignant optic nerve neoplasm,0
malignant oral cavity neoplasm,0
malignant oral neoplasm,0
malignant orbit hemangiopericytoma,0
malignant orbit neoplasm,0
malignant oropharyngeal neoplasm,0
malignant ossifying fibromyxoid tumor,0
malignant osteoclastic giant cell-rich tumor of bone,0
malignant outer hair sheath and infundibulum neoplasm,0
malignant ovarian brenner tumor,0
malignant ovarian clear cell tumor,0
malignant ovarian cyst,0
malignant ovarian endometrioid tumor,0
malignant ovarian epithelial tumor,0
malignant ovarian germ cell tumor,0
malignant ovarian granulosa cell tumor,0
malignant ovarian luteinized thecoma,0
malignant ovarian mucinous tumor,0
malignant ovarian neoplasm,0
malignant ovarian serous tumor,0
malignant ovarian sex cord-stromal tumor,0
malignant ovarian steroid cell tumor,0
malignant ovarian teratoma,0
malignant ovarian thecoma,0
malignant pecoma,0
malignant palate neoplasm,0
malignant pancreatic gastrinoma,0
malignant pancreatic glucagonoma,0
malignant pancreatic insulinoma,0
malignant pancreatic neoplasm,0
malignant pancreatic somatostatinoma,0
malignant pancreatic vipoma,0
malignant paranasal sinus neoplasm,0
malignant parapharyngeal neoplasm,0
malignant parathyroid gland neoplasm,0
malignant parotid gland mixed tumor,0
malignant parotid gland neoplasm,0
malignant pelvic neoplasm,0
malignant penile neoplasm,0
malignant pericardial germ cell tumor,0
malignant pericardial neoplasm,0
malignant pericarditis,0
malignant pericytic neoplasm,0
malignant peripheral nerve sheath tumor,0
malignant peripheral nerve sheath tumor of the skin,0
malignant peripheral nerve sheath tumor with mesenchymal differentiation,0
malignant peripheral nerve sheath tumor with perineurial differentiation,0
malignant peripheral nervous system neoplasm,0
malignant peritoneal germ cell tumor,0
malignant peritoneal neoplasm,0
malignant peritoneal and retroperitoneal neoplasm,0
malignant pharyngeal neoplasm,0
malignant phosphaturic mesenchymal tumor,0
malignant phyllodes tumor,0
malignant pineal region germ cell tumor,0
malignant pineal region neoplasm,0
malignant pituitary gland neoplasm,0
malignant placental neoplasm,0
malignant pleural neoplasm,0
malignant postcricoid neoplasm,0
malignant posterior tongue neoplasm,0
malignant proliferating pilar tumor,0
malignant prostate neoplasm,0
malignant prostate phyllodes tumor,0
malignant pulmonary artery neoplasm,0
malignant pulmonary vein neoplasm,0
malignant pylorus neoplasm,17398
malignant pyriform fossa neoplasm,0
malignant rectal neoplasm,0
malignant rectosigmoid neoplasm,0
malignant renal pelvis neoplasm,0
malignant reproductive system neoplasm,0
malignant respiratory system neoplasm,0
malignant retinal neoplasm,0
malignant retroperitoneal neoplasm,0
malignant retropharyngeal neoplasm,0
malignant salivary gland neoplasm,0
malignant scrotal neoplasm,0
malignant sebaceous neoplasm,0
malignant seminal vesicle neoplasm,0
malignant sex cord-stromal tumor,0
malignant sinonasal neoplasm,0
malignant sinonasal soft tissue neoplasm,0
malignant skeletal muscle neoplasm,0
malignant skin appendage neoplasm,0
malignant skin hemangiopericytoma,0
malignant skin neoplasm,0
malignant skin vascular neoplasm,0
malignant skull base neoplasm,0
malignant skull neoplasm,0
malignant small intestinal neoplasm,0
malignant smooth muscle neoplasm,0
malignant soft palate neoplasm,0
malignant soft tissue neoplasm,0
malignant soft tissue tumor of uncertain differentiation,0
malignant solid neoplasm,0
malignant solitary fibrous tumor,0
malignant somatostatinoma,0
malignant spermatic cord neoplasm,0
malignant sphenoid sinus neoplasm,0
malignant spinal cord neoplasm,0
malignant spindle cell neoplasm,0
malignant splenic neoplasm,0
malignant splenic soft tissue neoplasm,0
malignant sternal neoplasm,0
malignant subglottis neoplasm,0
malignant sublingual gland neoplasm,0
malignant submandibular gland mixed tumor,0
malignant submandibular gland neoplasm,0
malignant superior sulcus neoplasm,0
malignant superior vena cava neoplasm,0
malignant supraglottis neoplasm,0
malignant supratentorial neoplasm,0
malignant sweat gland neoplasm,0
malignant synovial neoplasm,0
malignant tenosynovial giant cell tumor,0
malignant teratoma,0
malignant testicular germ cell tumor,0
malignant testicular leydig cell tumor,0
malignant testicular neoplasm,0
malignant testicular non-seminomatous germ cell tumor,0
malignant testicular sertoli cell tumor,0
malignant testicular sex cord-stromal tumor,0
malignant thalamic neoplasm,0
malignant thoracic neoplasm,0
malignant thymoma,0
malignant thymus neoplasm,0
malignant thyroid gland neoplasm,0
malignant tongue neoplasm,0
malignant tonsillar neoplasm,0
malignant tracheal neoplasm,0
malignant triton tumor,0
malignant trophoblastic teratoma,0
"malignant tumor, small cell type",0
malignant type a thymoma,0
malignant type ab thymoma,0
malignant type b1 thymoma,0
malignant type b2 thymoma,0
malignant ureter neoplasm,0
malignant urethral neoplasm,0
malignant urinary system neoplasm,0
malignant uterine corpus mixed epithelial and mesenchymal neoplasm,0
malignant uterine corpus neoplasm,0
malignant uterine ligament neoplasm,0
malignant uterine neoplasm,0
malignant uveal neoplasm,0
malignant uvula neoplasm,0
malignant vaginal mixed epithelial and mesenchymal neoplasm,0
malignant vaginal mixed tumor resembling synovial sarcoma,0
malignant vaginal neoplasm,0
malignant vascular neoplasm,0
malignant vestibulocochlear nerve neoplasm,0
malignant vipoma,0
malignant visual pathway neoplasm,0
malignant vulvar neoplasm,0
malignant vulvar phyllodes tumor,0
malignant vulvar sweat gland neoplasm,0
malignant peritoneal local recurrence,0
mammary-type myofibroblastoma,0
mammosomatotroph pituitary neuroendocrine tumor,0
mantle cell lymphoma,17398
marginal zone lymphoma,17398
mast cell leukemia,0
mast cell leukemia associated with another hematological neoplasm,17398
mast cell neoplasm,0
mast cell sarcoma,0
mastocytoma,0
mastocytosis,0
mature ganglioneuroma,0
mature gastric teratoma,0
mature glial implant,0
mature mediastinal teratoma,0
mature ovarian teratoma,0
mature pancreatic teratoma,0
mature pericardial teratoma,0
mature plurihormonal pit1 lineage pituitary neuroendocrine tumor,17398
mature t- and nk-cell lymphoma by ann arbor stage,0
mature t-all,0
mature teratoma,0
mature testicular teratoma,0
maturing ganglioneuroma,0
maxillary sinus adenocarcinoma,0
maxillary sinus adenoid cystic carcinoma,0
maxillary sinus carcinoma,0
maxillary sinus inverted papilloma,0
maxillary sinus neoplasm,0
maxillary sinus papilloma,0
maxillary sinus squamous cell carcinoma,0
maxillofacial chondroblastoma,0
maxillofacial chondroma,0
maxillofacial chondromyxoid fibroma,0
maxillofacial chondrosarcoma,0
maxillofacial desmoplastic fibroma,0
maxillofacial mesenchymal chondrosarcoma,0
maxillofacial neoplasm,0
maxillofacial osteoblastoma,0
maxillofacial osteoid osteoma,0
maxillofacial osteoma,0
maxillofacial osteosarcoma,0
maxillofacial sarcoma,0
meckel diverticulum neuroendocrine tumor g1,0
mediastinal angiosarcoma,0
"mediastinal b-cell lymphoma, unclassifiable, with features intermediate between diffuse large b-cell lymphoma and classic hodgkin lymphoma",0
mediastinal chondroma,0
mediastinal choriocarcinoma,0
mediastinal embryonal carcinoma,0
mediastinal epithelioid hemangioendothelioma,0
mediastinal extraskeletal osteosarcoma,0
mediastinal follicular dendritic cell sarcoma,0
mediastinal ganglioneuroblastoma,0
mediastinal ganglioneuroma,0
mediastinal germ cell tumor,0
mediastinal germ cell tumor with somatic-type malignancy,0
mediastinal granular cell tumor,0
mediastinal granulocytic sarcoma,0
mediastinal hemangioma,0
mediastinal hodgkin lymphoma,0
mediastinal immature teratoma,0
mediastinal leiomyoma,0
mediastinal leiomyosarcoma,0
mediastinal lipoma,0
mediastinal lipomatosis,0
mediastinal liposarcoma,0
mediastinal lymphangioma,0
mediastinal lymphoma,0
mediastinal malignant peripheral nerve sheath tumor,0
mediastinal melanotic schwannoma,0
mediastinal mixed embryonal carcinoma and teratoma,0
mediastinal mixed germ cell tumor,0
mediastinal mixed nongerminomatous germ cell tumor,0
mediastinal myeloid sarcoma,0
mediastinal neoplasm,0
mediastinal neuroblastoma,0
mediastinal neurofibroma,0
mediastinal neurogenic neoplasm,0
mediastinal non-hodgkin lymphoma,0
mediastinal paraganglioma,0
mediastinal psammomatous schwannoma,0
mediastinal rhabdomyoma,0
mediastinal rhabdomyosarcoma,0
mediastinal sarcoma,0
mediastinal schwannoma,0
mediastinal seminoma,0
mediastinal soft tissue neoplasm,0
mediastinal solitary fibrous tumor,0
mediastinal synovial sarcoma,0
mediastinal t acute lymphoblastic leukemia,0
mediastinal t lymphoblastic leukemia/lymphoma,0
mediastinal t lymphoblastic lymphoma,0
mediastinal teratoma,0
mediastinal thymoma,0
mediastinal yolk sac tumor,0
mediastinal gray-zone lymphoma,17398
mediastinal/thymic nut carcinoma,0
medium/large size posterior uveal melanoma,0
"medullary carcinoma, not otherwise specified",0
medullary hemangioblastoma,0
medulloblastoma,0
medulloblastoma with extensive nodularity,0
medulloblastoma with leptomeningeal spread,0
"medulloblastoma, molecularly defined",17398
"medulloblastoma, non-wnt/non-shh",0
"medulloblastoma, non-wnt/non-shh, group 3",0
"medulloblastoma, non-wnt/non-shh, group 4",0
"medulloblastoma, not otherwise specified",0
"medulloblastoma, shh-activated",0
"medulloblastoma, shh-activated, tp53-mutant",0
"medulloblastoma, shh-activated, tp53-wildtype",0
"medulloblastoma, wnt-activated",0
medulloepithelioma not otherwise specified,0
medullomyoblastoma,0
megakaryocytic neoplasm,0
melanoacanthoma,0
melanocytic matricoma,0
melanocytic medulloblastoma,0
melanocytic neoplasm,0
melanocytic nevus,0
melanocytoma,0
melanoma,0
melanoma arising from blue nevus,0
melanoma arising in giant congenital nevus,0
melanoma metastatic in the brain,0
melanoma metastatic in the central nervous system,0
melanoma in congenital melanocytic nevus,0
melanoma in junctional nevus,0
melanoma of unknown primary,0
melanomatosis,0
melanotic neuroectodermal tumor,0
melanotic neurofibroma,0
melanotic schwannoma,0
meningeal carcinomatosis,0
"meningeal central nervous system solitary fibrous tumor, grade 3",0
"meningeal chronic myelogenous leukemia, bcr-abl1 positive",0
meningeal gliomatosis,0
meningeal leukemia,0
meningeal lymphoma,0
meningeal melanocytoma,0
meningeal melanocytoma of intermediate grade,17398
meningeal melanocytosis,0
meningeal melanoma,0
meningeal melanomatosis,0
meningeal neoplasm,0
meningeal sarcoma,0
meningeal sarcomatosis,0
meningeal solitary fibrous tumor,0
meningioma,0
meningioma by site,0
meningiomatosis,0
meningothelial cell neoplasm,0
meningothelial meningioma,0
merkel cell carcinoma,0
mesenchymal cell neoplasm,0
mesenchymal chondrosarcoma,0
mesenchymal chondrosarcoma of bone,0
mesenchymal extraskeletal chondrosarcoma,0
mesenchymal glioblastoma,0
mesenchymoma,0
mesenteric gastrointestinal stromal tumor,0
mesonephric adenocarcinoma,0
mesonephric-like adenocarcinoma,0
mesothelial neoplasm,0
mesothelioma,0
metachronous kidney wilms tumor,0
metachronous malignant neoplasm,0
metachronous osteosarcoma,0
metanephric adenofibroma,0
metanephric adenoma,0
metanephric stromal tumor,0
metanephric tumor,0
metaplastic carcinoma,0
metaplastic meningioma,0
metaplastic thymoma,0
metastasizing ameloblastoma,0
metastasizing chondroblastoma,0
metastasizing pleomorphic adenoma of the salivary gland,0
metastatic acral lentiginous melanoma,0
metastatic adenocarcinoma,0
metastatic adenoid cystic carcinoma,0
metastatic adrenal cortical carcinoma,17398
metastatic adrenal gland composite pheochromocytoma,0
metastatic adrenal gland pheochromocytoma,0
metastatic adult malignant neoplasm in the brain,0
metastatic adult soft tissue sarcoma,0
metastatic alveolar soft part sarcoma,0
metastatic ampulla of vater carcinoma,0
metastatic anal canal carcinoma,0
metastatic anal canal squamous cell carcinoma,0
metastatic anal carcinoma,0
metastatic anal squamous cell carcinoma,0
metastatic angiosarcoma,0
metastatic appendix adenocarcinoma,0
metastatic appendix carcinoma,0
metastatic appendix mucinous adenocarcinoma,0
metastatic brca-associated breast carcinoma,0
metastatic basal cell carcinoma,0
metastatic benign neoplasm,0
metastatic bile duct carcinoma,0
metastatic biliary tract carcinoma,0
metastatic bladder carcinoma,0
metastatic bladder large cell neuroendocrine carcinoma,0
metastatic bladder paraganglioma,0
metastatic bladder small cell neuroendocrine carcinoma,0
metastatic bladder squamous cell carcinoma,0
metastatic bladder urachal urothelial carcinoma,0
metastatic bladder urothelial carcinoma,0
metastatic bone ewing sarcoma,0
metastatic bone sarcoma,0
metastatic breast adenocarcinoma,0
metastatic breast carcinoma,0
metastatic breast carcinoma in the skin,0
metastatic breast ductal carcinoma,0
metastatic breast inflammatory carcinoma,0
metastatic breast lobular carcinoma,0
metastatic breast neuroendocrine neoplasm,0
metastatic breast neuroendocrine tumor g1,0
metastatic breast signet ring cell carcinoma,0
metastatic breast squamous cell carcinoma,0
metastatic carcinoid tumor,0
metastatic carcinoma,0
metastatic carcinoma in the adrenal cortex,0
metastatic carcinoma in the adrenal medulla,0
metastatic carcinoma in the bone,0
metastatic carcinoma in the liver,0
metastatic carcinoma in the lung,0
metastatic carcinoma in the pancreas,17398
metastatic carcinoma in the peritoneum,0
metastatic carcinoma in the rectum,17398
metastatic carcinoma in the skin,0
metastatic carcinoma in the uterine cervix,0
metastatic carcinosarcoma,0
metastatic cardiac paraganglioma,0
metastatic carotid body paraganglioma,0
metastatic cervical adenocarcinoma,0
metastatic cervical adenosquamous carcinoma,0
metastatic cervical carcinoma,0
metastatic cervical squamous cell carcinoma,0
metastatic childhood malignant brain neoplasm,17398
metastatic childhood malignant neoplasm in the brain,17398
metastatic childhood soft tissue sarcoma,0
metastatic cholangiocarcinoma,0
metastatic chondrosarcoma,0
metastatic chordoma,0
metastatic choroid melanoma,0
metastatic chromophobe renal cell carcinoma,0
metastatic clear cell renal cell carcinoma,0
metastatic clear cell sarcoma of soft tissue,0
metastatic colon adenocarcinoma,0
metastatic colon carcinoma,0
metastatic colorectal adenocarcinoma,0
metastatic colorectal carcinoma,0
metastatic colorectal mucinous adenocarcinoma,0
metastatic conjunctival melanoma,0
metastatic corticotroph pituitary neuroendocrine tumor,0
metastatic cutaneous melanoma,0
metastatic cutaneous squamous cell carcinoma of the head and neck,0
metastatic dedifferentiated liposarcoma,0
metastatic desmoplastic small round cell tumor,0
metastatic differentiated thyroid gland carcinoma,0
metastatic digestive system carcinoma,0
metastatic digestive system mixed adenoneuroendocrine carcinoma,0
metastatic digestive system neuroendocrine carcinoma,0
metastatic digestive system neuroendocrine neoplasm,0
metastatic digestive system neuroendocrine tumor g1,0
metastatic digestive system neuroendocrine tumor g2,0
metastatic distal bile duct adenocarcinoma,0
metastatic distal bile duct carcinoma,0
metastatic distal esophagus adenocarcinoma,0
metastatic embryonal rhabdomyosarcoma,0
metastatic endometrial adenocarcinoma,0
metastatic endometrial adenosquamous carcinoma,0
metastatic endometrial carcinoma,0
metastatic endometrial clear cell adenocarcinoma,0
metastatic endometrial endometrioid adenocarcinoma,0
metastatic endometrial mixed cell adenocarcinoma,0
metastatic endometrial serous adenocarcinoma,0
metastatic endometrioid adenocarcinoma,0
metastatic epithelioid hemangioendothelioma,0
metastatic epithelioid sarcoma,0
metastatic esophageal adenocarcinoma,0
metastatic esophageal carcinoma,0
metastatic esophageal squamous cell carcinoma,0
metastatic ewing sarcoma,0
metastatic ewing sarcoma/peripheral primitive neuroectodermal tumor,0
metastatic extra-adrenal paraganglioma,0
metastatic extracranial malignant solid neoplasm,0
metastatic extrahepatic bile duct carcinoma,0
metastatic extraskeletal ewing sarcoma,0
metastatic extraskeletal myxoid chondrosarcoma,0
metastatic extraskeletal osteosarcoma,0
metastatic fallopian tube carcinoma,0
metastatic fallopian tube high grade serous adenocarcinoma,17398
metastatic fibrolamellar carcinoma,0
metastatic fibrosarcoma,0
metastatic gallbladder carcinoma,0
metastatic gastric adenocarcinoma,0
metastatic gastric carcinoma,0
metastatic gastric neuroendocrine carcinoma,0
metastatic gastroesophageal junction adenocarcinoma,0
metastatic gastrointestinal stromal tumor,0
metastatic genitourinary system carcinoma,0
metastatic glioblastoma,0
metastatic glioma,0
metastatic her2-low breast carcinoma,0
metastatic her2-negative breast carcinoma,0
metastatic her2-positive breast carcinoma,0
metastatic head and neck carcinoma,0
metastatic head and neck squamous cell carcinoma,0
metastatic hepatocellular carcinoma,0
metastatic high grade sarcoma,0
metastatic hilar cholangiocarcinoma,0
metastatic hormone receptor-positive breast carcinoma,17398
metastatic human papillomavirus-related malignant neoplasm,0
metastatic hydatidiform mole,0
metastatic hypopharyngeal carcinoma,0
metastatic hypopharyngeal squamous cell carcinoma,0
metastatic infiltrating bladder urothelial carcinoma with giant cells,0
"metastatic infiltrating bladder urothelial carcinoma, clear cell variant",0
"metastatic infiltrating bladder urothelial carcinoma, lipid-rich variant",0
"metastatic infiltrating bladder urothelial carcinoma, micropapillary variant",0
"metastatic infiltrating bladder urothelial carcinoma, nested variant",0
"metastatic infiltrating bladder urothelial carcinoma, plasmacytoid variant",0
"metastatic infiltrating bladder urothelial carcinoma, sarcomatoid variant",0
metastatic intracranial malignant neoplasm,0
metastatic intrahepatic cholangiocarcinoma,0
metastatic intrathoracic paravertebral paraganglioma,0
metastatic jugulotympanic paraganglioma,0
metastatic kaposi sarcoma,0
metastatic kidney carcinoma,0
metastatic kidney medullary carcinoma,0
metastatic lactotroph pituitary neuroendocrine tumor,0
metastatic large cell neuroendocrine carcinoma,0
metastatic laryngeal carcinoma,0
metastatic laryngeal squamous cell carcinoma,0
metastatic leiomyosarcoma,0
metastatic lesion,0
metastatic lip carcinoma,0
metastatic lip squamous cell carcinoma,0
metastatic lip and oral cavity carcinoma,0
metastatic liposarcoma,0
metastatic liver carcinoma,0
metastatic low grade astrocytoma,0
metastatic low grade glioma,0
metastatic lung adenocarcinoma,0
metastatic lung adenosquamous carcinoma,0
metastatic lung carcinoid tumor,0
metastatic lung carcinoma,0
metastatic lung large cell neuroendocrine carcinoma,0
metastatic lung neuroendocrine neoplasm,0
metastatic lung non-small cell carcinoma,0
metastatic lung non-small cell squamous carcinoma,0
metastatic lung non-squamous non-small cell carcinoma,0
metastatic lung small cell carcinoma,0
metastatic lung squamous cell carcinoma,0
metastatic malignant abdominal neoplasm,0
metastatic malignant breast neoplasm,0
metastatic malignant colorectal neoplasm,0
metastatic malignant digestive system neoplasm,0
metastatic malignant female reproductive system neoplasm,0
metastatic malignant genitourinary system neoplasm,0
metastatic malignant germ cell tumor,0
metastatic malignant glomus tumor,0
metastatic malignant head and neck neoplasm,0
metastatic malignant hemangiopericytoma,0
metastatic malignant mesothelioma,0
metastatic malignant mixed mesodermal (mullerian) tumor,0
metastatic malignant neoplasm,0
metastatic malignant neoplasm in the abdominal cavity,0
metastatic malignant neoplasm in the adrenal gland,0
metastatic malignant neoplasm in the anus,0
metastatic malignant neoplasm in the axilla,0
metastatic malignant neoplasm in the bladder,0
metastatic malignant neoplasm in the bone,0
metastatic malignant neoplasm in the bone marrow,0
metastatic malignant neoplasm in the brain,0
metastatic malignant neoplasm in the brain stem,0
metastatic malignant neoplasm in the breast,0
metastatic malignant neoplasm in the central nervous system,0
metastatic malignant neoplasm in the chest wall,0
metastatic malignant neoplasm in the choroid,0
metastatic malignant neoplasm in the ciliary body,0
metastatic malignant neoplasm in the colon,0
metastatic malignant neoplasm in the conjunctiva,0
metastatic malignant neoplasm in the digestive system,0
metastatic malignant neoplasm in the epididymis,0
metastatic malignant neoplasm in the esophagus,0
metastatic malignant neoplasm in the extrahepatic bile ducts,0
metastatic malignant neoplasm in the eye,0
metastatic malignant neoplasm in the gallbladder,0
metastatic malignant neoplasm in the head and neck,0
metastatic malignant neoplasm in the heart,0
metastatic malignant neoplasm in the hypopharynx,0
metastatic malignant neoplasm in the iris,0
metastatic malignant neoplasm in the kidney,0
metastatic malignant neoplasm in the lacrimal drainage system,0
metastatic malignant neoplasm in the lacrimal gland,0
metastatic malignant neoplasm in the lacrimal system,0
metastatic malignant neoplasm in the large intestine,0
metastatic malignant neoplasm in the larynx,0
metastatic malignant neoplasm in the leptomeninges,0
metastatic malignant neoplasm in the lip,0
metastatic malignant neoplasm in the liver,0
metastatic malignant neoplasm in the lung,0
metastatic malignant neoplasm in the lymph nodes,0
metastatic malignant neoplasm in the mediastinal lymph nodes,0
metastatic malignant neoplasm in the mediastinum,0
metastatic malignant neoplasm in the nasopharynx,0
metastatic malignant neoplasm in the neck,0
metastatic malignant neoplasm in the nervous system,0
metastatic malignant neoplasm in the orbit,0
metastatic malignant neoplasm in the oropharynx,0
metastatic malignant neoplasm in the ovary,0
metastatic malignant neoplasm in the pancreas,0
metastatic malignant neoplasm in the parathyroid glands,0
metastatic malignant neoplasm in the pelvic cavity,0
metastatic malignant neoplasm in the penis,0
metastatic malignant neoplasm in the pericardium,0
metastatic malignant neoplasm in the peritoneum,0
metastatic malignant neoplasm in the pharynx,0
metastatic malignant neoplasm in the pituitary gland,0
metastatic malignant neoplasm in the placenta,0
metastatic malignant neoplasm in the pleura,0
metastatic malignant neoplasm in the prostate gland,0
metastatic malignant neoplasm in the rectum,0
metastatic malignant neoplasm in the regional lymph nodes,0
metastatic malignant neoplasm in the retina,0
metastatic malignant neoplasm in the sellar region,0
metastatic malignant neoplasm in the seminal vesicle,0
metastatic malignant neoplasm in the skin,0
metastatic malignant neoplasm in the small intestine,0
metastatic malignant neoplasm in the soft tissues,0
metastatic malignant neoplasm in the spinal cord,0
metastatic malignant neoplasm in the spine,0
metastatic malignant neoplasm in the sternum,0
metastatic malignant neoplasm in the stomach,0
metastatic malignant neoplasm in the supraclavicular lymph nodes,0
metastatic malignant neoplasm in the testis,0
metastatic malignant neoplasm in the thoracic cavity,0
metastatic malignant neoplasm in the thymus,0
metastatic malignant neoplasm in the thyroid gland,0
metastatic malignant neoplasm in the trachea,0
metastatic malignant neoplasm in the ureter,0
metastatic malignant neoplasm in the urethra,0
metastatic malignant neoplasm in the urinary system,0
metastatic malignant neoplasm in the uterine cervix,0
metastatic malignant neoplasm in the uvea,0
metastatic malignant neoplasm in the vagina,0
metastatic malignant neoplasm in the viscera,0
metastatic malignant neoplasm in the visual pathway,0
metastatic malignant neoplasm in the vulva,0
metastatic malignant neoplasm of unknown primary,0
metastatic malignant nongerminomatous germ cell tumor,0
metastatic malignant pecoma,0
metastatic malignant pancreatic neoplasm,0
metastatic malignant peripheral nerve sheath tumor,0
metastatic malignant skin neoplasm,0
metastatic malignant small intestinal neoplasm,0
metastatic malignant solid neoplasm,0
metastatic malignant testicular germ cell tumor,0
metastatic malignant thoracic neoplasm,0
metastatic medulloblastoma,0
metastatic melanoma,0
metastatic meningioma,0
metastatic merkel cell carcinoma,0
metastatic mesonephric adenocarcinoma,17398
metastatic microsatellite stable colon carcinoma,0
metastatic microsatellite stable colorectal carcinoma,0
metastatic microsatellite stable endometrial carcinoma,0
metastatic microsatellite stable ovarian carcinoma,0
metastatic midgut neuroendocrine tumor,0
metastatic mucosal melanoma,0
metastatic myxofibrosarcoma,0
metastatic myxoid liposarcoma,0
metastatic nut carcinoma,0
metastatic nasal cavity squamous cell carcinoma,0
metastatic nasopharyngeal carcinoma,0
metastatic nasopharyngeal keratinizing squamous cell carcinoma,0
metastatic nasopharyngeal nonkeratinizing carcinoma,0
metastatic nasopharyngeal squamous cell carcinoma,0
metastatic nasopharyngeal undifferentiated carcinoma,0
metastatic neuroblastoma,0
metastatic neuroendocrine carcinoma,0
metastatic neuroendocrine neoplasm,0
metastatic neuroendocrine tumor,17398
metastatic non-cutaneous melanoma,0
metastatic non-functioning neuroendocrine tumor,17398
metastatic non-small cell carcinoma,0
metastatic ocular melanoma,0
metastatic oral cavity adenoid cystic carcinoma,0
metastatic oral cavity carcinoma,0
metastatic oral cavity mucoepidermoid carcinoma,0
metastatic oral cavity squamous cell carcinoma,0
metastatic oropharyngeal carcinoma,0
metastatic oropharyngeal squamous cell carcinoma,0
metastatic osteosarcoma,0
metastatic ovarian carcinoma,0
metastatic ovarian carcinosarcoma,0
metastatic ovarian clear cell adenocarcinoma,0
metastatic ovarian endometrioid adenocarcinoma,0
metastatic ovarian high grade serous adenocarcinoma,17398
metastatic ovarian mucinous adenocarcinoma,0
metastatic ovarian serous adenocarcinoma,0
metastatic ovarian serous cystadenocarcinoma,17398
"metastatic ovarian small cell carcinoma, hypercalcemic type",0
metastatic ovarian undifferentiated carcinoma,0
metastatic pancreatic adenocarcinoma,0
metastatic pancreatic carcinoma,0
metastatic pancreatic ductal adenocarcinoma,0
metastatic pancreatic neuroendocrine carcinoma,0
metastatic pancreatic neuroendocrine neoplasm,0
metastatic pancreatic neuroendocrine tumor,0
metastatic pancreatobiliary carcinoma,0
metastatic papillary renal cell carcinoma,0
metastatic paraganglioma,0
metastatic paranasal sinus squamous cell carcinoma,0
metastatic parathyroid gland carcinoma,0
metastatic penile carcinoma,0
metastatic peripheral primitive neuroectodermal tumor of bone,0
metastatic peritoneal malignant mesothelioma,0
metastatic pharyngeal carcinoma,0
metastatic pharyngeal squamous cell carcinoma,0
metastatic pituitary neuroendocrine tumor,0
metastatic platinum-resistant malignant germ cell tumor,0
metastatic platinum-resistant ovarian carcinoma,0
metastatic pleomorphic liposarcoma,0
metastatic pleural malignant mesothelioma,0
metastatic poorly differentiated thyroid gland carcinoma,0
metastatic primary central chondrosarcoma,0
metastatic primary malignant brain neoplasm,0
metastatic primary malignant central nervous system neoplasm,0
metastatic primary peritoneal adenocarcinoma,0
metastatic primary peritoneal carcinoma,0
metastatic primary peritoneal high grade serous adenocarcinoma,17398
metastatic primary peritoneal serous adenocarcinoma,0
metastatic prostate adenocarcinoma,0
metastatic prostate adenocarcinoma with neuroendocrine differentiation,17398
metastatic prostate carcinoma,0
metastatic prostate neuroendocrine carcinoma,0
metastatic prostate small cell neuroendocrine carcinoma,0
metastatic proximal gastric adenocarcinoma,0
metastatic rectal adenocarcinoma,0
metastatic rectal carcinoma,0
